Enrollment_ID,Employee_ID,Date,Course,Assessment_ID,Status,Sys
902-1786,150547,2021-12-07,902,X30612,EXT,
904-1117,150548,2022-11-18,904,A58269,,X
102-1961,150548,2023-07-06,102,D59123,,
901-1095,150557,2021-04-12,901,X85161,PPD,
103-450,150557,2021-10-10,103,S33166,,
105-503,150557,2022-03-06,105,S31504,DNL,
902-1921,150557,2022-04-07,902,S98523,,
902-2194,150581,2022-11-02,902,P82534,DNL,X
902-447,150835,2019-10-01,902,X48712,EXT,A
104-787,150835,2019-12-13,104,D42220,DNL,
991-610,150835,2020-03-30,991,D59828,,
904-221,150898,2021-04-23,904,D23024,PPE,
105-199,150898,2021-06-17,105,A26761,,
991-1375,150973,2021-06-30,991,S17129,,
902-1626,151002,2021-08-02,902,D59626,PPE,
105-355,151002,2021-10-30,105,P11797,EXT,
992-477,151092,2022-07-25,992,A79000,,
902-2264,151092,2023-02-26,902,P76812,,
101-1106,151116,2020-02-13,101,D67311,EXT,
991-843,151116,2020-07-12,991,X89183,PPD,A
102-866,151116,2020-09-27,102,S41248,,
901-1602,151172,2022-07-13,901,D22729,PPD,X
991-1189,151385,2020-12-19,991,A28833,,X
904-170,151443,2021-03-31,904,X38510,,
101-2546,151443,2021-08-10,101,X47664,EXT,
103-541,151443,2021-12-03,103,D57134,,X
102-1193,151550,2021-05-23,102,X56657,,
104-2056,151835,2021-02-28,104,X15341,,
101-2090,151863,2021-01-14,101,P19901,PPD,
992-143,151863,2021-06-23,992,A21669,DNL,
902-2080,151867,2022-08-07,902,X58861,,
101-2072,152006,2021-01-05,101,A63910,PPE,
902-1018,152025,2020-07-16,902,A43114,,
104-2024,152025,2021-02-02,104,D72424,PPE,
103-458,152278,2021-10-16,103,X57597,EXT,
101-3152,152278,2022-05-07,101,P89591,,
102-1732,152325,2022-08-03,102,S84612,,
105-839,152325,2022-12-13,105,D79951,PPE,
104-1379,152356,2020-07-01,104,P86931,,
901-942,152356,2020-12-04,901,X94739,,
101-1131,152370,2020-02-25,101,A57463,PPD,
104-1552,152370,2020-08-18,104,S64947,PPE,
103-202,152511,2021-05-17,103,P51975,,
991-1446,152511,2021-09-11,991,D52100,PPE,
102-1031,152516,2021-01-01,102,S77217,,
992-160,152516,2021-07-09,992,P48550,,
101-680,152647,2019-09-17,101,S34062,,X
991-605,152647,2020-03-27,991,D96734,PPD,A
104-1504,152647,2020-08-05,104,S93502,,
902-330,152658,2019-08-04,902,X10905,PPD,
991-295,152658,2019-10-28,991,D13283,,
902-1567,152722,2021-06-17,902,X83430,PPD,
101-1620,152831,2020-07-30,101,A16108,DNL,
102-915,152831,2020-10-28,102,P65561,,
992-376,152952,2022-03-19,992,P54842,PPE,
902-2021,152952,2022-06-18,902,X65464,,X
103-1085,152952,2022-12-13,103,A65956,,
901-1616,152961,2022-07-24,901,P28038,,
103-993,152961,2022-10-08,103,D74974,,
902-2276,152961,2023-03-22,902,X46915,,
901-1231,153126,2021-08-03,901,S75611,PPD,
103-623,153126,2022-01-27,103,D44840,,
101-96,153131,2019-02-07,101,A21659,,
902-254,153131,2019-06-11,902,S11597,PPD,X
902-1628,153144,2021-08-05,902,D95984,PPE,
104-2818,153303,2022-06-29,104,A54135,,X
101-2940,153471,2022-02-04,101,X10697,,
902-2128,153471,2022-09-08,902,S63823,,X
101-1042,153511,2020-01-24,101,D80078,,
991-883,153511,2020-07-27,991,S30975,,
102-1072,153511,2021-01-31,102,D12538,EXT,A
101-2087,153585,2021-01-14,101,S85893,,X
991-1346,153585,2021-05-27,991,D13319,,
902-258,153616,2019-06-14,902,A97180,PPD,
101-2157,153724,2021-02-15,101,D34656,DNL,A
104-2449,153724,2021-10-18,104,P58603,,
102-1833,153733,2022-10-28,102,X51735,,
101-302,153760,2019-05-05,101,X77830,,
992-461,153785,2022-07-07,992,A78528,,
901-1753,153785,2022-11-21,901,S89628,,
901-1752,153790,2022-11-19,901,D39284,PPE,X
105-912,153790,2023-03-20,105,X20411,DNL,X
101-3212,153844,2022-05-31,101,P59142,DNL,
904-895,153958,2022-06-27,904,D64586,,
902-1610,154059,2021-07-22,902,S45244,PPE,
102-1067,154190,2021-01-30,102,D77649,,A
101-841,154220,2019-11-09,101,S27172,EXT,
101-2413,154229,2021-06-02,101,A74887,,
901-1179,154277,2021-06-20,901,S17305,,
902-1806,154277,2022-01-04,902,S18003,,
902-796,154347,2020-04-10,902,P19225,PPD,
104-1820,154347,2020-11-06,104,P73290,PPD,
104-1146,154354,2020-04-07,104,X28720,EXT,
104-2402,154459,2021-09-24,104,S38977,EXT,
904-670,154459,2022-02-08,904,A32705,,
105-707,154459,2022-09-03,105,P53401,,
902-535,154468,2019-11-19,902,X97630,,
102-579,154468,2020-03-20,102,X52738,,
101-2299,154513,2021-04-12,101,P37715,,X
904-458,154513,2021-09-12,904,D40366,PPE,
101-2948,154596,2022-02-07,101,X43450,PPD,A
103-839,154596,2022-06-27,103,D70099,EXT,
902-2236,154596,2022-12-30,902,P27655,,
902-1574,154602,2021-06-26,902,D88626,,
992-270,154602,2021-11-07,992,A24264,EXT,
103-696,154602,2022-03-20,103,D60739,,
104-2596,154643,2022-01-29,104,X46391,,X
103-709,154643,2022-03-26,103,A53121,PPD,
104-1997,154762,2021-01-03,104,S76263,,X
992-109,154762,2021-05-24,992,X92393,PPE,
901-1624,154764,2022-07-31,901,P88150,,
902-1287,154817,2020-12-02,902,A58111,,
103-186,154817,2021-05-07,103,A82038,,
102-1423,154817,2021-11-27,102,S15788,,
101-174,154874,2019-03-10,101,P46813,,
991-65,154874,2019-05-29,991,S64917,EXT,
102-1662,155070,2022-05-24,102,X97677,DNL,
103-349,155089,2021-08-08,103,D65595,,
992-334,155120,2022-01-26,992,X32002,PPE,A
904-856,155120,2022-06-07,904,X66826,,
104-632,155188,2019-10-25,104,P80215,,A
101-1023,155188,2020-01-14,101,S71556,,
991-835,155188,2020-07-10,991,S43325,,
901-1697,155345,2022-10-05,901,X63879,,
901-1572,155617,2022-06-20,901,P36318,DNL,
902-2207,155617,2022-11-11,902,S82675,,
104-2164,155680,2021-05-12,104,A52435,,A
902-1677,155680,2021-09-22,902,D87466,,
101-2804,155748,2021-11-25,101,X35360,,X
104-2720,155748,2022-04-22,104,P66682,,
101-1576,155829,2020-07-14,101,S77359,PPE,
101-2642,155852,2021-09-17,101,P94069,,
101-1446,155853,2020-06-09,101,P62756,,
991-1191,155853,2020-12-20,991,S98526,,
104-1498,155882,2020-08-03,104,X63973,,
103-142,155882,2021-04-07,103,D36618,,X
101-636,155907,2019-09-02,101,S29680,,
991-401,155907,2019-12-23,991,A38313,DNL,
902-935,155940,2020-06-09,902,X77885,,
901-1412,155941,2022-01-31,901,S38356,PPD,
104-907,155966,2020-01-19,104,P99261,,
102-791,156155,2020-08-10,102,D79831,EXT,
104-2027,156155,2021-02-05,104,S47526,PPD,
105-312,156155,2021-09-19,105,S45919,PPE,
992-167,156222,2021-07-16,992,P21610,DNL,X
104-1335,156223,2020-06-14,104,P50747,,A
991-1005,156223,2020-09-25,991,P42186,DNL,X
103-10,156223,2021-01-08,103,D99565,,
101-945,156225,2019-12-17,101,A52383,DNL,
102-574,156225,2020-03-17,102,A68828,,
102-55,156237,2019-03-08,102,D63048,,
104-263,156237,2019-06-19,104,X80527,,
904-1091,156247,2022-10-29,904,A47481,EXT,
902-1902,156263,2022-03-16,902,P48736,,
104-2952,156263,2022-09-21,104,P22842,,
901-291,156392,2019-09-08,901,S59119,,
101-750,156392,2019-10-11,101,D92240,PPD,
104-1012,156392,2020-02-26,104,A52088,PPD,
101-3563,156401,2022-10-29,101,A60190,,
104-3221,156401,2023-08-17,104,D44479,DNL,A
101-1514,156729,2020-06-27,101,D45520,,
102-140,156816,2019-05-30,102,D96151,DNL,
104-772,156816,2019-12-08,104,P56675,,A
102-1120,156881,2021-03-13,102,D32023,,
103-417,156881,2021-09-22,103,P37657,,
101-463,157037,2019-07-06,101,X35731,,
991-245,157037,2019-10-03,991,S84018,PPD,
104-1111,157037,2020-03-25,104,A74177,PPD,
102-880,157037,2020-10-06,102,D54023,,
902-758,157046,2020-03-20,902,P44120,PPD,
104-1457,157046,2020-07-23,104,X89400,,
901-983,157046,2020-12-28,901,S64376,,
102-1444,157105,2021-12-13,102,A59831,PPE,
103-683,157105,2022-03-11,103,D74842,PPD,
901-898,157151,2020-10-31,901,S53414,,
103-57,157151,2021-02-11,103,A98938,DNL,
101-1852,157165,2020-10-21,101,A98726,,
105-138,157165,2021-04-22,105,X29858,DNL,
901-1001,157166,2021-01-06,901,S46667,,X
104-2277,157166,2021-07-16,104,D40072,,
901-144,157175,2019-05-23,901,A42315,PPE,
902-499,157175,2019-10-29,902,S89341,,
104-2551,157221,2021-12-30,104,D36946,,
991-1661,157221,2022-04-18,991,P11469,,A
105-751,157221,2022-10-13,105,D25229,PPD,
101-3375,157229,2022-08-07,101,S27662,,
902-2254,157229,2023-02-08,902,S78607,,
102-1678,157300,2022-06-11,102,P96706,,
102-551,157694,2020-03-06,102,S20165,,
991-836,157694,2020-07-11,991,A19986,DNL,
902-1169,157694,2020-10-01,902,S98792,,
101-618,157720,2019-08-28,101,S52443,EXT,
902-1050,157726,2020-08-05,902,D41881,EXT,X
101-1591,157807,2020-07-23,101,S14685,,X
102-159,157910,2019-06-15,102,X35231,DNL,
104-643,157910,2019-10-29,104,X12826,,
101-1309,157917,2020-04-24,101,A66450,,
991-871,157917,2020-07-22,991,P70648,,
902-143,157987,2019-04-09,902,A54607,PPD,
104-627,157987,2019-10-23,104,D25708,PPD,A
902-181,158108,2019-04-29,902,P14959,PPD,
104-461,158108,2019-09-02,104,P74594,,A
901-543,158108,2020-03-11,901,A20201,,
102-1880,158125,2022-11-27,102,X52782,,
904-1277,158125,2023-05-29,904,X45662,PPD,
991-2038,158125,2023-10-27,991,A14974,,
901-891,158382,2020-10-21,901,A82487,,
992-28,158382,2021-02-01,992,A44419,,
101-2489,158382,2021-07-11,101,P33505,,
902-1490,158414,2021-04-20,902,S30676,,
104-2352,158414,2021-08-28,104,P98588,,X
992-359,158414,2022-02-23,992,X84631,,X
991-988,158598,2020-09-14,991,X56184,,
902-1423,158598,2021-03-06,902,D19064,PPD,
901-1375,158612,2021-12-24,901,S43768,,
991-1721,158612,2022-06-16,991,A47998,,X
101-315,158657,2019-05-09,101,X18858,DNL,
104-795,158657,2019-12-16,104,D35886,,
104-451,158703,2019-08-30,104,S10495,,
991-342,158859,2019-11-23,991,X18866,PPE,
901-1545,159011,2022-05-29,901,D91749,DNL,
105-784,159011,2022-11-01,105,D19403,EXT,
104-3170,159011,2023-04-10,104,D91416,DNL,
103-639,159067,2022-02-03,103,X43796,,
101-2607,159084,2021-09-03,101,D12576,PPD,
992-302,159084,2021-12-25,992,D75455,DNL,
101-3306,159156,2022-07-12,101,S70300,EXT,
902-2268,159156,2023-03-07,902,S38484,PPD,
102-940,159171,2020-11-12,102,X78871,,
104-2131,159171,2021-04-18,104,D66529,,
902-154,159273,2019-04-14,902,A51227,PPE,
104-437,159273,2019-08-25,104,D68622,,A
101-1284,159302,2020-04-15,101,S81971,,
101-3359,159498,2022-08-02,101,P11968,,A
902-1349,159518,2021-01-09,902,D18894,DNL,X
101-2391,159518,2021-05-22,101,S65625,PPE,
901-104,159545,2019-04-18,901,X24285,PPE,
104-1016,159562,2020-02-27,104,D92835,,A
902-146,159571,2019-04-10,902,A78586,,
104-400,159571,2019-08-09,104,D37305,,X
101-1834,159713,2020-10-18,101,A53258,,
103-111,159713,2021-03-15,103,A93427,,X
991-1320,159713,2021-05-06,991,X91252,,
104-1072,159782,2020-03-13,104,D50175,,
991-1077,159782,2020-11-01,991,A14834,,
901-802,159885,2020-08-27,901,A87727,,
103-40,159885,2021-01-29,103,S25493,,
901-252,159895,2019-08-02,901,D36670,,
104-480,159895,2019-09-09,104,X61243,,
901-1115,159917,2021-04-30,901,D92870,EXT,
991-1376,159917,2021-07-01,991,S65437,,
101-989,160153,2020-01-03,101,D35085,,
102-537,160153,2020-02-27,102,P18595,,
102-1649,160170,2022-05-12,102,P33606,,
991-1856,160170,2022-10-11,991,A96281,EXT,
901-1789,160170,2023-04-16,901,X56430,,
103-1228,160170,2023-08-26,103,D51756,PPE,X
102-1505,160219,2022-01-27,102,A86998,,
101-3201,160307,2022-05-26,101,S37697,,
101-608,160341,2019-08-24,101,P39434,EXT,
104-954,160341,2020-02-06,104,A95844,EXT,
991-818,160341,2020-07-01,991,P61273,,
901-1529,160342,2022-05-20,901,A85502,,A
904-929,160342,2022-07-21,904,D30299,DNL,
902-650,160514,2020-01-26,902,P63784,PPE,
102-629,160514,2020-04-26,102,X91403,,X
104-487,160665,2019-09-10,104,S78491,,
101-1129,160665,2020-02-24,101,X19763,,
102-672,160665,2020-05-26,102,X35573,EXT,
902-221,160698,2019-05-22,902,P57315,,
902-161,160945,2019-04-16,902,A47269,,
102-311,160945,2019-10-07,102,S27904,,
901-1103,161015,2021-04-17,901,A11088,PPD,
104-2228,161130,2021-06-23,104,X48626,,
991-1488,161130,2021-10-18,991,A35794,PPD,
902-272,161160,2019-06-21,902,A58170,,
991-309,161160,2019-11-07,991,D81164,PPD,
902-40,161333,2019-01-26,902,D33996,,
101-414,161333,2019-06-17,101,S70044,,
904-486,161506,2021-09-30,904,D69055,,
104-2685,161506,2022-04-01,104,D85820,PPE,A
901-498,161613,2020-02-10,901,A25541,EXT,
104-2729,161814,2022-04-30,104,P55092,,
901-1489,161972,2022-04-20,901,A78840,PPD,
102-383,162103,2019-11-17,102,X60398,DNL,
901-683,162103,2020-06-20,901,A54582,,A
102-1296,162142,2021-08-04,102,X28583,,
102-973,162174,2020-12-01,102,A18886,,X
902-1453,162174,2021-03-27,902,D90665,PPD,
105-333,162174,2021-10-04,105,P40834,,
902-2001,162249,2022-06-04,902,S82709,PPE,
101-3223,162341,2022-06-03,101,D80177,,
103-945,162341,2022-09-12,103,D42310,,A
991-42,162375,2019-04-25,991,S50457,DNL,
102-700,162440,2020-06-16,102,X81653,PPD,
102-1657,162477,2022-05-18,102,X63209,DNL,
101-3397,162517,2022-08-15,101,P99206,,X
904-1107,162517,2022-11-12,904,P19444,DNL,
992-226,162573,2021-09-18,992,S36379,,
103-564,162573,2021-12-16,103,A37001,,
105-591,162573,2022-05-13,105,D21552,DNL,
104-391,162636,2019-08-08,104,P99572,,X
901-185,162747,2019-06-21,901,X49375,DNL,A
991-263,162747,2019-10-12,991,P32900,,A
902-621,162802,2020-01-03,902,D99932,,
104-1096,162802,2020-03-21,104,S57953,DNL,
101-1621,162802,2020-07-31,101,D53859,,
101-3410,162892,2022-08-24,101,P11418,,
992-591,162892,2022-11-22,992,D97096,,X
101-1635,162944,2020-08-07,101,X24040,,
104-1913,162944,2020-12-05,104,X23875,EXT,A
101-1463,162962,2020-06-12,101,D87282,DNL,
104-1819,162962,2020-11-06,104,X54644,,
101-2058,163048,2020-12-28,101,S98426,DNL,
991-1382,163048,2021-07-05,991,A88214,,
902-575,163051,2019-12-07,902,P53744,EXT,
101-669,163082,2019-09-13,101,P34480,,X
101-1077,163103,2020-02-04,101,A58973,PPD,
904-11,163145,2021-01-09,904,D54326,EXT,
902-1605,163145,2021-07-20,902,D93063,,
101-3075,163244,2022-04-03,101,A90811,,
904-1098,163244,2022-11-05,904,D51045,DNL,
104-3115,163244,2023-01-20,104,A17493,,
901-435,163278,2020-01-04,901,A78400,PPE,
103-966,163316,2022-09-22,103,X10072,,
992-570,163316,2022-11-06,992,S46507,,X
104-3165,163316,2023-03-30,104,A44341,,A
901-9,163478,2019-01-06,901,X99111,,
101-3350,163712,2022-07-28,101,S34622,,
101-1519,163722,2020-06-29,101,D65639,,
101-1677,163762,2020-08-22,101,P26641,,
104-2112,163762,2021-04-02,104,S56693,PPD,
101-508,163764,2019-07-21,101,X40070,PPD,
991-365,163764,2019-12-04,991,X97184,,
101-3099,163828,2022-04-13,101,X87571,DNL,
104-2996,163899,2022-10-13,104,D98556,PPE,
101-3274,164061,2022-06-26,101,S45911,PPE,
904-293,164112,2021-06-07,904,D69684,PPE,
992-286,164112,2021-12-05,992,D92153,PPE,
103-698,164112,2022-03-20,103,X33151,,A
102-726,164259,2020-07-05,102,S54540,PPE,
104-1647,164259,2020-09-18,104,A54336,PPD,
102-594,164294,2020-03-31,102,S46960,EXT,
101-1618,164294,2020-07-30,101,D95178,,
901-884,164294,2020-10-19,901,D11308,,
101-1755,164349,2020-09-17,101,P92485,,
103-86,164349,2021-02-27,103,P53202,PPE,
101-2147,164513,2021-02-10,101,P90162,,
991-1378,164513,2021-07-03,991,X27657,,A
101-266,164695,2019-04-18,101,D90175,DNL,X
991-158,164703,2019-08-09,991,A67705,PPE,
104-911,164703,2020-01-21,104,D13542,EXT,
102-720,164703,2020-06-30,102,X46591,,
101-1999,164837,2020-12-07,101,X11703,,X
904-333,164837,2021-07-01,904,D75004,,A
102-1703,164891,2022-07-05,102,D56263,,
901-1765,164891,2023-01-15,901,A68856,DNL,A
101-1766,164941,2020-09-21,101,A20653,,A
105-711,164973,2022-09-06,105,P69882,,X
991-1903,164973,2022-12-01,991,D92431,,
901-1188,165077,2021-06-29,901,P44974,,
992-366,165077,2022-03-05,992,X58539,,
991-1786,165077,2022-08-12,991,S21338,,
102-1309,165104,2021-08-17,102,D32681,EXT,
104-2698,165104,2022-04-06,104,A20865,,A
991-1201,165313,2020-12-24,991,A75501,,
904-302,165313,2021-06-15,904,S21967,EXT,
104-439,165318,2019-08-25,104,D42711,,
991-425,165318,2020-01-02,991,X12025,,
902-1888,165402,2022-03-04,902,X22413,PPD,
904-914,165402,2022-07-08,904,A20664,PPE,A
101-1278,165444,2020-04-14,101,S26644,DNL,
102-1272,165456,2021-07-18,102,P34428,,
104-103,165543,2019-03-25,104,D90331,,
105-118,165566,2021-04-06,105,D61762,,
103-181,165566,2021-05-05,103,S61291,PPD,
901-548,165589,2020-03-13,901,S45955,,
991-737,165589,2020-05-26,991,D48830,EXT,
902-2059,165723,2022-07-16,902,S60769,EXT,X
991-1824,165723,2022-09-19,991,P90327,EXT,
901-676,165826,2020-06-13,901,S54276,,
991-949,165826,2020-08-27,991,A30995,PPE,X
901-1163,165945,2021-06-08,901,P68069,,
101-702,166045,2019-09-24,101,D59900,,
991-297,166045,2019-10-29,991,P26708,DNL,
991-212,166129,2019-09-12,991,P58333,PPE,
104-118,166231,2019-04-06,104,A46494,,
901-106,166231,2019-04-19,901,D92176,,
101-1258,166291,2020-04-06,101,A78230,,
991-960,166291,2020-08-30,991,X40015,PPE,
105-25,166291,2021-01-17,105,A38487,,
992-178,166291,2021-07-25,992,X16099,PPE,
101-3431,166422,2022-09-01,101,D50068,DNL,
102-94,166479,2019-04-09,102,S71788,PPD,
991-259,166479,2019-10-10,991,A32646,,
902-1566,166480,2021-06-15,902,X88522,PPE,A
902-2,166543,2019-01-05,902,S35944,,
104-185,166543,2019-05-12,104,D35343,,
901-1332,166624,2021-11-06,901,A33152,,A
105-170,166649,2021-05-19,105,A27987,,
901-153,166708,2019-05-29,901,A46473,,
101-977,166708,2019-12-28,101,A75060,,
991-795,166708,2020-06-22,991,X42775,,
104-1908,166708,2020-12-03,104,S23448,,
104-2194,166855,2021-05-31,104,S51955,,A
992-305,166982,2021-12-29,992,X46961,,
102-1626,166982,2022-04-23,102,X70722,,
902-442,166991,2019-09-29,902,D54630,,
901-1047,167048,2021-02-16,901,S17794,,X
104-2422,167048,2021-10-05,104,A57325,,
901-1218,167078,2021-07-24,901,X75979,PPD,
105-341,167078,2021-10-13,105,D41724,,
101-1867,167150,2020-10-26,101,A57080,PPE,
902-627,167218,2020-01-08,902,A62028,,X
104-1281,167218,2020-05-22,104,X26099,PPD,
901-17,167252,2019-01-12,901,A79538,,
904-344,167263,2021-07-06,904,S77662,PPD,
991-1560,167263,2021-12-29,991,A14109,,
992-145,167311,2021-06-25,992,X67907,,
105-352,167311,2021-10-24,105,S33806,,
104-1825,167319,2020-11-07,104,P49456,DNL,
991-1284,167319,2021-03-21,991,A12204,,
902-636,167367,2020-01-16,902,P29906,,
901-678,167367,2020-06-13,901,D57122,,
991-1114,167367,2020-11-19,991,S44749,,
904-290,167367,2021-06-06,904,X87898,,
102-433,167403,2019-12-30,102,S73930,DNL,
991-576,167403,2020-03-13,991,A18675,DNL,A
102-1153,167426,2021-04-08,102,X18224,,
904-433,167426,2021-08-27,904,P67051,DNL,
902-1592,167535,2021-07-10,902,A66987,,
992-227,167535,2021-09-19,992,P90055,,
902-142,167802,2019-04-08,902,P20432,,
104-272,167802,2019-06-20,104,D45103,DNL,
901-1640,167818,2022-08-19,901,A21504,,
904-1228,167818,2023-03-18,904,X57648,,
902-953,167915,2020-06-16,902,P27402,,
901-775,167928,2020-08-12,901,A58835,,
902-1256,167928,2020-11-16,902,X88504,DNL,
901-1281,168019,2021-09-18,901,S99509,,
904-623,168019,2022-01-03,904,S91621,,
101-2709,168096,2021-10-18,101,A10896,,
105-497,168096,2022-02-28,105,P47213,DNL,
992-468,168096,2022-07-15,992,P57360,,X
104-1518,168177,2020-08-08,104,D65390,,X
104-1606,168274,2020-09-02,104,X33991,,
105-40,168274,2021-01-30,105,A64682,EXT,
902-1499,168274,2021-04-27,902,P65533,,
991-14,168288,2019-02-24,991,D87886,,
904-54,168323,2021-01-30,904,X49194,DNL,
101-2403,168323,2021-05-28,101,D38368,PPD,
103-480,168466,2021-10-30,103,A88518,PPD,A
105-458,168466,2022-01-27,105,P78415,PPD,
902-1735,168560,2021-11-02,902,A77783,,X
104-3065,168568,2022-11-25,104,X30795,,
102-1943,168568,2023-04-14,102,S91998,DNL,A
102-464,168666,2020-01-15,102,X98449,PPE,
101-103,168668,2019-02-12,101,P51114,,
102-230,168668,2019-08-14,102,P43262,PPD,
902-790,168668,2020-04-07,902,P49503,,
902-1928,168712,2022-04-15,902,D95947,,
904-1088,168712,2022-10-28,904,P68230,EXT,
102-1847,168730,2022-11-07,102,S74405,,
991-1981,168730,2023-03-26,991,A68076,,
102-746,168799,2020-07-13,102,A59989,EXT,
901-968,168799,2020-12-17,901,X36213,,
901-1067,168964,2021-03-13,901,X18267,,
105-273,168964,2021-08-20,105,A16878,PPD,X
904-183,168989,2021-04-06,904,P26956,,
901-1738,168992,2022-11-11,901,X29186,,
104-3211,168992,2023-06-28,104,D94185,,
103-1236,168992,2023-11-02,103,X31944,,
104-431,169065,2019-08-21,104,X86055,,
102-420,169065,2019-12-21,102,P96747,,
902-778,169065,2020-03-29,902,D79438,,
102-460,169076,2020-01-12,102,P34981,,A
901-630,169228,2020-05-05,901,D15394,,
902-1653,169271,2021-09-02,902,X64391,,
104-2609,169271,2022-02-11,104,P86961,,A
901-907,169290,2020-11-10,901,A50652,,
902-924,169318,2020-06-05,902,P52871,PPD,
901-978,169318,2020-12-24,901,S81475,,
904-315,169318,2021-06-22,904,S88645,,A
901-1604,169368,2022-07-15,901,S23400,,
104-121,169472,2019-04-10,104,D96414,,
104-1862,169659,2020-11-19,104,S74651,,
992-70,169659,2021-03-31,992,D14397,,
901-593,169722,2020-04-11,901,P58095,EXT,
992-209,169749,2021-09-03,992,X18735,PPE,
904-680,169749,2022-02-15,904,P24740,,
105-725,169749,2022-09-20,105,A94646,EXT,
104-3195,169749,2023-05-22,104,A30327,,A
104-2433,169904,2021-10-10,104,P40131,,
